,id,title,type,release_year,age_certification,runtime,genres,production_countries,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
5057,tm996676,Viraata Parvam,MOVIE,2022,Not Available,150,drama,IN,tt11023732,8.0,2343.0,4.78,5.0
5059,tm1210379,Collision,MOVIE,2022,Not Available,99,drama,ZA,tt10809742,3.9,886.0,1194.149,5.946
5060,tm1188818,Operation Romeo,MOVIE,2022,Not Available,135,thriller,IN,tt18923048,6.2,642.0,3.913,5.3
5062,tm888243,Pray Away,MOVIE,2021,PG-13,101,documentation,US,tt11224358,6.5,2888.0,10.176,7.0
5063,tm1018427,Moxie,MOVIE,2021,PG-13,111,comedy,US,tt7737700,6.7,24720.0,20.59,7.431
5065,tm434625,Wish Dragon,MOVIE,2021,PG,99,animation,CN,tt5562070,7.2,25743.0,135.036,8.047
5066,tm1185687,Silverton Siege,MOVIE,2022,PG-13,100,thriller,ZA,tt18563148,6.2,3434.0,230.111,6.5
5067,tm1221280,Jaadugar,MOVIE,2022,Not Available,167,drama,IN,tt13793230,7.3,2563.0,27.48,6.2
5068,tm1038369,Good on Paper,MOVIE,2021,R,92,romance,US,tt8231668,5.6,11987.0,14.843,5.7
5069,tm863823,Finding ʻOhana,MOVIE,2021,PG,123,action,US,tt10332588,6.1,10056.0,50.07,6.5
5070,tm912100,Bruised,MOVIE,2021,R,129,sport,GB,tt8310474,6.1,14293.0,29.914,7.0
5071,tm999817,Green Snake,MOVIE,2021,Not Available,131,action,CN,tt15000314,6.8,2348.0,15.949,8.5
5072,tm1131061,Hilda and the Mountain King,MOVIE,2021,Not Available,85,family,CA,tt15777864,7.7,2408.0,67.409,7.6
5077,tm1096775,Procession,MOVIE,2021,R,118,documentation,US,tt14300912,7.2,1148.0,6.708,5.8
5078,tm1066826,Diana: The Musical,MOVIE,2021,PG-13,117,romance,US,tt12885272,4.2,1266.0,5.117,6.1
5079,tm1161601,Ben & Jody,MOVIE,2022,Not Available,114,drama,ID,tt13393058,5.4,222.0,5.486,5.7
5081,tm1108648,The Wasteland,MOVIE,2022,Not Available,91,horror,ES,tt13323118,4.6,3993.0,13.072,4.9
5082,tm1185421,David Spade: Nothing Personal,MOVIE,2022,Not Available,66,documentation,Not Available,tt18955474,5.8,697.0,2.527,5.7
5085,tm1074764,Shiny_Flakes: The Teenage Drug Lord,MOVIE,2021,Not Available,96,crime,DE,tt15036416,7.3,4699.0,10.72,7.8
5091,tm999927,A Cop Movie,MOVIE,2021,R,107,thriller,MX,tt14035242,7.0,1739.0,10.354,7.3
5094,tm1082314,Untold: Malice at the Palace,MOVIE,2021,R,69,documentation,US,tt15085802,7.5,7699.0,8.49,7.0
5096,tm1084966,Django & Django,MOVIE,2021,Not Available,80,documentation,Not Available,tt15119170,6.9,1006.0,,
5097,tm1044275,A Classic Horror Story,MOVIE,2021,Not Available,95,drama,IT,,,,62.411,5.9
5099,tm1106212,Photocopier,MOVIE,2021,Not Available,130,thriller,ID,tt13729220,6.7,3010.0,54.805,7.007
5101,tm1087956,Afterlife of the Party,MOVIE,2021,Not Available,109,comedy,US,tt11742798,5.8,8728.0,28.436,6.9
5103,tm1019885,F3: Fun and Frustration,MOVIE,2022,Not Available,148,romance,IN,tt13645322,5.5,1199.0,11.729,6.0
5107,tm1201670,A Farewell to Ozark,MOVIE,2022,R,31,documentation,US,,,,11.964,6.2
5108,tm1219787,Stand Out: An LGBTQ+ Celebration,MOVIE,2022,Not Available,96,documentation,Not Available,tt20723644,5.9,569.0,4.736,5.5
5111,tm1219831,Dirty Daddy: The Bob Saget Tribute,MOVIE,2022,PG-13,83,comedy,US,tt20854216,6.6,422.0,6.328,5.8
5114,tm1042481,Riverdance: The Animated Adventure,MOVIE,2021,Not Available,86,fantasy,CA,tt10841088,5.4,1815.0,113.987,5.7
5116,tm1030071,Mandela,MOVIE,2021,Not Available,144,drama,IN,,,,3.11,7.5
5117,tm1167440,My Best Friend Anne Frank,MOVIE,2021,PG-13,103,drama,NL,tt10360772,6.2,4035.0,14.03,6.6
5118,tm1195032,Thar,MOVIE,2022,Not Available,108,crime,IN,tt14479746,6.1,4703.0,4.937,6.8
5121,tm1177856,Without Saying Goodbye,MOVIE,2022,Not Available,96,comedy,ES,tt14404596,5.7,2446.0,93.966,7.2
5122,tm1005109,Kingdom: Ashin of the North,MOVIE,2021,Not Available,92,action,KR,tt13412252,7.2,4890.0,62.804,7.459
5123,tm1144897,My Father's Violin,MOVIE,2022,Not Available,112,music,TR,tt14369276,6.4,3216.0,31.324,8.0
5125,tm1107063,Love and Leashes,MOVIE,2022,R,118,comedy,KR,tt15553956,6.3,4273.0,56.793,6.7
5131,tm1198745,Marmaduke,MOVIE,2022,Not Available,88,family,CA,tt8746404,4.8,3394.0,185.553,5.905
5132,tm1003261,Nate Bargatze: The Greatest Average American,MOVIE,2021,Not Available,60,comedy,US,tt14078164,7.3,1360.0,1.881,7.1
5133,tm1120902,The Privilege,MOVIE,2022,Not Available,107,drama,DE,tt14637290,4.6,4293.0,101.24,5.0
5135,tm998188,More the Merrier,MOVIE,2021,Not Available,112,comedy,ES,tt6925902,5.4,3302.0,83.397,6.7
5138,tm1047503,Trees of Peace,MOVIE,2021,NC-17,97,drama,US,tt11316680,6.4,1104.0,118.558,7.3
5140,tm1018418,Two Distant Strangers,MOVIE,2021,R,32,drama,US,tt13472984,,,8.319,7.4
5143,tm1138870,Badhaai Do,MOVIE,2022,Not Available,147,crime,IN,tt11934846,7.1,16685.0,5.054,7.0
5144,tm1207099,Jane Fonda & Lily Tomlin: Ladies Night Live,MOVIE,2022,PG-13,60,documentation,US,tt20723738,5.5,268.0,2.912,5.7
5145,tm166973,Mixtape,MOVIE,2021,Not Available,94,family,US,tt1587420,6.6,3329.0,16.314,7.1
5149,tm1104532,Britney vs. Spears,MOVIE,2021,Not Available,93,documentation,US,tt15469820,6.4,6924.0,6.985,7.2
5151,tm1020326,Deadly Illusions,MOVIE,2021,R,114,thriller,US,,,,18.367,5.019
5153,tm1228963,Ranveer vs Wild with Bear Grylls,MOVIE,2022,PG,70,documentation,IN,tt19315924,7.3,2024.0,9.73,6.0
5154,tm1213009,Dear Friend,MOVIE,2022,Not Available,118,romance,IN,tt15373558,5.9,251.0,2.299,5.5
5155,tm1040671,Marilyn's Eyes,MOVIE,2021,Not Available,110,comedy,IT,tt13313408,6.6,1396.0,6.821,6.8
5156,tm1087932,Prey,MOVIE,2021,Not Available,87,thriller,DE,tt15198608,4.3,7360.0,48.888,4.6
5157,tm983668,Misha and the Wolves,MOVIE,2021,PG-13,90,drama,DE,tt13648220,6.7,2474.0,12.641,7.2
5159,tm921206,The Kissing Booth 3,MOVIE,2021,PG-13,112,comedy,ZA,tt12783454,4.7,16307.0,93.277,7.1
5162,tm319224,The Loud House Movie,MOVIE,2021,G,83,animation,US,tt6714432,6.1,2027.0,88.011,7.6
5164,tm1087160,Fever Dream,MOVIE,2021,R,93,horror,CL,tt9471660,5.4,1906.0,30.42,5.9
5165,tm1045741,Blue Miracle,MOVIE,2021,Not Available,95,drama,MX,tt7084386,6.6,6778.0,17.953,7.6
5166,tm855641,Home2Home,MOVIE,2022,Not Available,110,action,DE,tt18304232,7.9,136.0,1.908,7.0
5170,tm473502,83,MOVIE,2021,Not Available,163,drama,IN,tt7518786,7.5,35093.0,10.441,7.0
5172,tm855075,Rurouni Kenshin: The Beginning,MOVIE,2021,R,138,action,JP,tt11991748,7.4,8273.0,124.417,7.8
5173,tm1187913,Honeymoon With My Mother,MOVIE,2022,Not Available,110,comedy,ES,tt11269026,5.8,2660.0,78.984,6.23
5175,tm1134006,Death to 2021,MOVIE,2021,Not Available,60,comedy,GB,tt16301388,6.3,14529.0,8.126,6.0
5176,tm881587,"Vengeance Is Mine, All Others Pay Cash",MOVIE,2021,Not Available,114,action,ID,tt13387422,7.0,559.0,2.51,7.8
5178,tm816591,The Getaway King,MOVIE,2021,Not Available,100,comedy,PL,tt10516196,6.5,1812.0,5.27,6.8
5179,tm810504,Yaksha: Ruthless Operations,MOVIE,2022,Not Available,125,thriller,KR,tt12663250,6.2,3146.0,332.936,6.2
5180,tm983270,Outside the Wire,MOVIE,2021,R,116,thriller,US,tt10451914,5.4,42078.0,87.801,6.4
5181,tm1201457,Civil: Ben Crump,MOVIE,2022,PG-13,101,documentation,Not Available,tt19859458,5.4,170.0,23.162,10.0
5183,tm982887,The Minimalists: Less Is Now,MOVIE,2021,Not Available,53,documentation,US,tt13583144,5.9,4108.0,7.565,6.5
5184,tm984155,The Devil Below,MOVIE,2021,R,89,horror,US,tt7646322,4.2,4366.0,7.841,5.1
5185,tm984204,The Seventh Day,MOVIE,2021,R,87,horror,US,tt11263022,4.5,4403.0,60.598,5.5
5191,tm863919,Extinct,MOVIE,2021,Not Available,85,action,CN,tt8241000,5.4,2590.0,61.643,6.4
5192,tm974195,The Fable: The Killer Who Doesn't Kill,MOVIE,2021,Not Available,132,thriller,JP,tt13017204,6.8,1486.0,5.818,6.9
5193,tm858000,Rurouni Kenshin: The Final,MOVIE,2021,PG-13,139,action,JP,tt11809034,7.2,8614.0,64.962,7.9
5195,tm1218547,Bruna Louise: Demolition,MOVIE,2022,Not Available,65,documentation,BR,tt20597270,4.5,51.0,2.735,6.4
5199,tm1057343,Prophetess,MOVIE,2021,Not Available,144,drama,Not Available,tt14503370,6.8,6.0,1.4,8.0
5201,tm860261,To All the Boys: Always and Forever,MOVIE,2021,PG-13,115,comedy,US,tt10676012,6.3,25191.0,53.199,7.7
5203,tm1106044,100 días con la Tata,MOVIE,2021,Not Available,82,family,Not Available,tt15417248,7.9,299.0,2.81,7.0
5205,tm1052498,Aileen Wuornos: American Boogeywoman,MOVIE,2021,R,85,horror,US,tt14265992,3.7,1538.0,6.83,5.4
5206,tm1150256,Tall Girl 2,MOVIE,2022,Not Available,97,comedy,US,tt16085592,4.7,4356.0,52.544,5.8
5210,tm1102868,Nobody Sleeps in the Woods Tonight 2,MOVIE,2021,Not Available,97,thriller,PL,tt14315500,3.9,3641.0,100.747,4.1
5212,tm1223736,Chip and Potato: Chip's Holiday,MOVIE,2022,Not Available,24,family,CA,tt20754622,,,305.336,5.8
5216,tm872108,A Week Away,MOVIE,2021,Not Available,94,romance,US,tt11388278,5.7,4608.0,30.453,7.0
5219,tm1143898,Jana Gana Mana,MOVIE,2022,Not Available,161,crime,IN,tt13391710,8.3,9167.0,6.712,7.9
5221,tm1110389,Single All the Way,MOVIE,2021,Not Available,99,comedy,CA,tt14315756,6.1,15190.0,40.516,6.5
5222,tm1031976,Dhamaka,MOVIE,2021,Not Available,104,drama,IN,tt13510660,7.2,40263.0,72.416,7.3
5224,tm1093287,The River Runner,MOVIE,2021,Not Available,86,action,Not Available,tt15293256,6.9,1667.0,2.283,6.7
5225,tm362072,Monster,MOVIE,2021,R,98,crime,US,tt2850272,6.5,5770.0,14.441,6.5
5226,tm1120509,Never Back Down: Revolt,MOVIE,2021,R,89,drama,US,tt13470094,4.0,535.0,81.744,6.6
5229,tm1091155,Untold: Breaking Point,MOVIE,2021,R,79,sport,US,tt15101938,7.6,2490.0,5.385,8.0
5232,tm1219931,Heart Parade,MOVIE,2022,Not Available,108,comedy,PL,tt20597408,4.9,477.0,354.267,5.7
5233,tm991351,Pelé,MOVIE,2021,PG-13,108,documentation,GB,tt13842562,7.0,4256.0,19.653,7.5
5236,tm1102891,Grudge,MOVIE,2021,Not Available,104,thriller,TR,tt13717980,5.5,4298.0,61.563,6.5
5238,tm998858,Brian Regan: On the Rocks,MOVIE,2021,Not Available,58,comedy,US,tt13926994,6.8,619.0,1.875,6.8
5239,tm894254,Penguin Bloom,MOVIE,2021,PG-13,95,drama,US,tt6317656,6.8,10148.0,24.152,7.1
5240,tm983658,Rita Moreno: Just a Girl Who Decided to Go for It,MOVIE,2021,PG-13,90,documentation,US,tt10741846,7.7,750.0,4.916,7.1
5245,tm1003353,Operation Varsity Blues: The College Admissions Scandal,MOVIE,2021,R,100,crime,US,tt14111734,6.9,8190.0,8.255,7.0
5247,tm1020520,A Stand Worthy of Men,MOVIE,2021,Not Available,120,drama,Not Available,tt13758760,7.2,2174.0,,
5248,tm817075,Furioza,MOVIE,2021,Not Available,139,crime,PL,tt10515864,6.2,4129.0,14.047,6.2
5249,tm1137862,Four to Dinner,MOVIE,2022,Not Available,104,comedy,IT,tt14247286,6.3,3130.0,41.83,6.3
5250,tm834847,Seal Team,MOVIE,2021,Not Available,101,comedy,ZA,tt8456190,5.5,1350.0,99.808,7.1
5251,tm876997,Most Eligible Bachelor,MOVIE,2021,Not Available,170,romance,IN,tt11725680,6.1,3261.0,2.675,5.7
5252,tm1204615,Katt Williams: World War III,MOVIE,2022,Not Available,59,comedy,Not Available,tt19995810,4.6,413.0,2.529,5.2
5253,tm1096769,Lead Me Home,MOVIE,2021,Not Available,40,documentation,US,tt15339848,7.1,,13.808,6.8
5255,tm1207096,Snoop Dogg's F*cn Around Comedy Special,MOVIE,2022,Not Available,67,documentation,Not Available,tt20723742,5.2,371.0,5.006,5.3
5256,tm1092995,Shaun the Sheep: The Flight Before Christmas,MOVIE,2021,G,30,family,GB,tt15857304,7.3,1491.0,67.766,7.0
5258,tm1166015,The Invisible Thread,MOVIE,2022,Not Available,90,family,IT,tt14540892,6.7,1704.0,46.282,6.8
5259,tm880822,Mobile Suit Gundam Hathaway,MOVIE,2021,PG-13,96,animation,JP,tt13288678,6.6,1400.0,261.753,7.6
5260,tm1160424,AI Love You,MOVIE,2022,PG-13,95,romance,TH,tt11182810,4.4,572.0,95.533,5.828
5262,tm1039147,Audible,MOVIE,2021,PG-13,39,documentation,US,tt12771540,5.3,,8.896,7.0
5265,tm1215536,The Hall: Honoring the Greats of Stand-Up,MOVIE,2022,Not Available,70,comedy,US,tt10613308,6.3,400.0,2.957,8.0
5269,tm833467,Hurdang,MOVIE,2022,Not Available,122,romance,IN,tt10919304,4.9,499.0,5.264,8.0
5270,tm1185388,The Turning Point,MOVIE,2021,Not Available,90,crime,IT,tt14140844,6.1,621.0,5.561,6.7
5271,tm998726,Sentinelle,MOVIE,2021,Not Available,80,drama,FR,tt11734264,4.7,7844.0,59.784,5.9
5273,tm1077201,Stuck Together,MOVIE,2021,Not Available,126,comedy,FR,tt13834006,6.3,6897.0,15.493,6.0
5274,tm1203307,F*ck Love Too,MOVIE,2022,Not Available,92,romance,NL,tt15432804,3.8,1052.0,170.413,5.963
5275,tm945448,Vicky and Her Mystery,MOVIE,2021,Not Available,84,family,FR,tt10945274,6.4,1900.0,75.025,7.2
5278,tm1176905,"From Meir, to Meir",MOVIE,2021,Not Available,62,documentation,EG,tt18315752,,,0.694,
5280,tm1106806,Attack of the Hollywood Clichés!,MOVIE,2021,Not Available,59,documentation,US,,,,6.095,6.1
5286,tm1119136,Game Changer,MOVIE,2021,Not Available,102,drama,TH,tt14365230,4.1,113.0,3.203,6.6
5288,tm1043290,Murder by the Coast,MOVIE,2021,PG-13,88,documentation,ES,tt13323092,6.5,2134.0,8.719,6.4
5289,tm1174856,Chappelle's Home Team - Earthquake: Legendary,MOVIE,2022,R,36,comedy,Not Available,tt18278666,6.9,588.0,3.399,6.1
5291,tm810494,The 8th Night,MOVIE,2021,Not Available,115,thriller,KR,tt14781176,5.3,3332.0,43.698,6.1
5292,tm1029256,Ferry,MOVIE,2021,Not Available,106,crime,NL,tt14217100,7.0,10900.0,29.798,6.8
5295,tm1144693,The Trip 6,MOVIE,2021,Not Available,97,comedy,CO,tt16636178,3.2,180.0,341.163,7.3
5296,tm1000619,Radhe Shyam,MOVIE,2022,Not Available,138,drama,IN,tt8960382,5.3,28633.0,5.537,5.5
5300,tm675820,A Boy Called Christmas,MOVIE,2021,PG,106,family,GB,tt10187208,6.7,21085.0,60.608,7.507
5302,tm1174920,Jeff Foxworthy: The Good Old Days,MOVIE,2022,Not Available,60,comedy,Not Available,tt18314220,6.1,418.0,2.434,6.8
5306,tm1185506,The Taming of the Shrewd,MOVIE,2022,Not Available,112,romance,PL,tt18970380,4.5,836.0,9.926,5.1
5307,tm1083068,Operation Hyacinth,MOVIE,2021,Not Available,112,thriller,PL,tt14315584,6.7,3119.0,16.846,6.8
5308,tm879685,The Perfect Family,MOVIE,2021,Not Available,110,comedy,ES,tt11924738,5.3,1931.0,,
5309,tm466544,Sooryavanshi,MOVIE,2021,Not Available,145,thriller,IN,tt9531772,6.3,75952.0,121.867,5.7
5316,tm448707,CBI 5: The Brain,MOVIE,2022,Not Available,163,crime,IN,tt7311164,6.3,1394.0,3.945,5.8
5318,tm1111717,L.O.L. Surprise: The Movie,MOVIE,2021,G,47,animation,US,tt15576986,3.8,129.0,109.716,6.9
5319,tm1111920,Making The Billion Dollar Code,MOVIE,2021,Not Available,28,documentation,DE,,,,0.832,8.5
5321,tm950444,Skater Girl,MOVIE,2021,PG,107,drama,US,tt6964940,6.6,4289.0,12.433,7.5
5325,tm1092892,Found,MOVIE,2021,PG,97,drama,US,tt13622146,7.5,1198.0,32.993,7.5
5328,tm1108010,Rabbids Invasion - Mission To Mars,MOVIE,2021,Not Available,70,animation,FR,tt15310736,7.8,,4.321,6.0
5332,tm1098514,The Falls,MOVIE,2021,Not Available,129,drama,TW,tt15119668,7.0,1546.0,5.971,6.8
5333,tm1108621,Yara,MOVIE,2021,Not Available,96,crime,IT,tt15655276,6.2,4205.0,21.629,6.3
5336,tm1130264,Nicole Byer: BBW (Big Beautiful Weirdo),MOVIE,2021,Not Available,65,comedy,Not Available,tt15938722,5.7,527.0,3.015,7.0
5338,tm1127479,Cobalt Blue,MOVIE,2022,Not Available,112,romance,IN,tt15314640,6.6,1531.0,5.021,6.6
5339,tm433048,This Is the Night,MOVIE,2021,R,100,comedy,US,tt7743120,5.4,626.0,5.428,7.2
5342,tm972519,Don't Kill Me,MOVIE,2021,Not Available,90,fantasy,IT,tt11116374,4.3,1769.0,10.329,4.0
5343,tm1003725,A Castle for Christmas,MOVIE,2021,Not Available,98,romance,US,tt13070602,5.5,11894.0,15.972,5.8
5345,tm1036270,I Am All Girls,MOVIE,2021,Not Available,107,thriller,ZA,tt9013182,5.9,5917.0,43.887,6.6
5350,tm876608,Sounds Like Love,MOVIE,2021,Not Available,110,music,ES,tt11698662,5.4,2135.0,31.672,6.6
5351,tm1000797,Ride or Die,MOVIE,2021,R,142,romance,JP,tt14164234,5.6,1900.0,79.299,6.5
5352,tm1096880,Thomas & Friends: All Engines Go - Race for the Sodor Cup,MOVIE,2021,Not Available,60,family,Not Available,tt15337666,3.7,70.0,2.434,10.0
5354,tm858287,Jersey,MOVIE,2022,Not Available,175,romance,IN,tt5301942,7.3,10878.0,68.203,7.2
5355,tm990835,The Girl on the Train,MOVIE,2021,Not Available,128,crime,IN,tt8907992,4.4,14348.0,16.169,5.9
5361,tm993435,Cousins,MOVIE,2021,R,98,drama,NZ,tt10483044,6.9,503.0,1.706,7.3
5362,tm1191860,Oprah + Viola: A Netflix Special Event,MOVIE,2022,Not Available,48,documentation,US,tt19404044,7.2,319.0,3.035,7.7
5363,tm1064532,Deep,MOVIE,2021,Not Available,101,scifi,TH,tt14880258,4.8,1441.0,70.521,6.4
5364,tm1047190,The Phantom,MOVIE,2021,Not Available,81,crime,US,tt14597294,6.5,759.0,3.462,6.1
5368,tm1030495,Two,MOVIE,2021,Not Available,71,horror,ES,,,,236.797,5.5
5371,tm1173363,Blippi The Musical,MOVIE,2022,G,60,music,Not Available,tt20012146,,,2.219,
5372,tm1002869,Fate: The Winx Saga - The Afterparty,MOVIE,2021,PG-13,50,fantasy,GB,tt14081914,6.2,72.0,6.557,8.9
5374,tm1001267,Secret Magic Control Agency,MOVIE,2021,Not Available,103,animation,US,tt13932162,6.2,4086.0,47.669,7.2
5379,tm1218702,Doom of Love,MOVIE,2022,Not Available,100,drama,TR,tt14369296,4.7,1222.0,18.35,8.2
5380,tm1041543,Breaking Boundaries: The Science of Our Planet,MOVIE,2021,Not Available,73,documentation,US,tt14539726,7.8,2663.0,7.679,7.6
5383,tm1142517,The Witcher: Fireplace,MOVIE,2021,Not Available,59,Not Available,US,,,,5.05,5.3
5385,tm1146393,All Hail,MOVIE,2022,Not Available,118,comedy,AR,tt16427718,5.6,3172.0,84.966,6.3
5387,tm1065041,The Seven Deadly Sins: Cursed by Light,MOVIE,2021,PG-13,79,fantasy,JP,tt13884144,6.4,970.0,470.787,7.9
5391,tm1132325,Don,MOVIE,2022,Not Available,164,action,IN,tt10709484,7.0,6667.0,2.708,7.1
5393,tm1038355,The Last Mercenary,MOVIE,2021,Not Available,110,action,FR,tt12808182,5.3,8476.0,108.089,6.6
5394,tm890013,Lulli,MOVIE,2021,Not Available,90,fantasy,BR,tt16282866,4.8,1452.0,36.942,5.9
5395,tm1182144,Dancing on Glass,MOVIE,2022,Not Available,137,drama,ES,tt14118046,5.5,705.0,104.044,6.3
5396,tm1102226,"My Brother, My Sister",MOVIE,2021,Not Available,110,drama,IT,tt13003996,6.0,957.0,13.875,6.5
5397,tm1000037,Je suis Karl,MOVIE,2021,R,126,drama,CZ,tt9205538,5.4,1077.0,12.981,5.5
5399,tm1084481,Blood Brothers: Malcolm X & Muhammad Ali,MOVIE,2021,PG-13,95,history,US,tt15095938,6.9,946.0,7.921,7.4
5402,tm963182,Trollhunters: Rise of the Titans,MOVIE,2021,Not Available,104,family,US,tt12851396,6.7,4818.0,88.183,7.8
5403,tm1114205,Amina,MOVIE,2021,PG-13,120,history,NG,tt15847872,3.8,311.0,122.546,6.4
5406,tm1073802,Mimi,MOVIE,2021,Not Available,132,comedy,IN,,,,8.333,7.2
5407,tm1129394,The Princess Switch 3: Romancing the Star,MOVIE,2021,PG,106,comedy,US,tt14731142,5.5,5728.0,39.432,6.9
5408,tm949382,Looop Lapeta,MOVIE,2022,Not Available,131,thriller,IN,tt8907974,5.2,4327.0,286.682,6.3
5409,tm1129217,Anonymously Yours,MOVIE,2021,R,101,romance,MX,tt16088568,5.7,1718.0,43.391,7.8
5410,tm1000599,The Last Forest,MOVIE,2021,Not Available,74,documentation,BR,tt14029622,7.3,425.0,2.176,7.0
5412,tm1188819,Rumspringa,MOVIE,2022,Not Available,102,drama,DE,tt19352286,5.3,822.0,6.065,5.7
5413,tm1049155,Bordertown: The Mural Murders,MOVIE,2021,Not Available,107,drama,FI,tt15393650,6.2,2219.0,69.693,6.7
5420,tm1002408,Biking Borders - eine etwas andere Reise,MOVIE,2021,Not Available,89,documentation,DE,tt11188850,7.7,933.0,1.129,7.3
5422,tm1187638,Ronny Chieng: Speakeasy,MOVIE,2022,Not Available,60,documentation,US,tt18830896,6.3,1146.0,3.056,6.2
5424,tm1001108,Biggie: I Got a Story to Tell,MOVIE,2021,R,97,documentation,US,tt14058484,6.8,5028.0,8.292,7.2
5427,tm475430,Super Me,MOVIE,2021,Not Available,102,fantasy,CN,tt10097544,5.8,1605.0,41.515,7.7
5428,tm1125844,The Whole Truth,MOVIE,2021,R,125,horror,TH,tt15850662,5.1,3323.0,149.152,6.3
5429,tm1130995,Jonas Brothers Family Roast,MOVIE,2021,Not Available,68,comedy,US,tt15763882,5.2,1647.0,5.159,7.2
5431,tm980657,The Soul,MOVIE,2021,Not Available,130,drama,CN,tt13598976,6.6,2791.0,5.521,7.2
5435,tm1201453,"Sing, Dance, Act: Kabuki featuring Toma Ikuta",MOVIE,2022,Not Available,87,documentation,Not Available,tt15227100,6.9,35.0,2.73,7.2
5436,tm993790,40 Love,MOVIE,2021,R,98,comedy,US,,,,1.92,3.0
5438,tm919869,And Tomorrow the Entire World,MOVIE,2021,Not Available,111,drama,FR,tt7716120,6.0,3172.0,6.581,5.7
5439,tm1022912,One,MOVIE,2021,Not Available,150,drama,IN,tt11286552,6.5,2672.0,2.237,6.5
5444,tm454879,Major Grom: Plague Doctor,MOVIE,2021,Not Available,136,crime,RU,tt7601480,6.3,11939.0,170.53,6.7
5446,tm421437,Anne+,MOVIE,2021,Not Available,94,drama,NL,tt15420598,6.0,1425.0,7.986,6.0
5447,tm1025318,Ajeeb Daastaans,MOVIE,2021,Not Available,142,drama,IN,tt14091818,6.7,5743.0,5.751,6.8
5451,tm1022893,Dynasty Warriors,MOVIE,2021,PG-13,118,fantasy,NZ,tt7587604,4.7,2146.0,165.339,6.4
5453,tm1080406,"Barbie: Big City, Big Dreams",MOVIE,2021,Not Available,62,family,US,tt15053428,5.7,305.0,105.001,7.022
5454,tm1001095,Roohi,MOVIE,2021,Not Available,134,horror,IN,tt10098288,4.3,10025.0,3.119,4.9
5459,tm985550,Crazy About Her,MOVIE,2021,Not Available,102,comedy,ES,tt11698630,6.6,5435.0,27.193,7.2
5460,tm992279,Confessions of an Invisible Girl,MOVIE,2021,Not Available,91,comedy,BR,tt15204288,5.2,1051.0,43.041,6.9
5462,tm998033,Doctor,MOVIE,2021,Not Available,150,thriller,IN,tt11374902,7.5,15385.0,3.878,6.7
5463,tm1178876,Battle: Freestyle,MOVIE,2022,Not Available,88,drama,NO,tt13350858,4.3,382.0,88.676,5.2
5464,tm1115800,Theo Von: Regular People,MOVIE,2021,Not Available,61,comedy,US,tt15579188,5.1,827.0,3.436,7.0
5466,tm975741,Octonauts: The Ring of Fire,MOVIE,2021,G,72,animation,CN,tt13779166,6.4,137.0,5.576,6.8
5467,tm988736,Chris Rock Total Blackout: The Tamborine Extended Cut,MOVIE,2021,PG-13,97,comedy,Not Available,tt13935770,7.1,341.0,1.4,
5468,tm1120937,Montford: The Chickasaw Rancher,MOVIE,2021,Not Available,96,drama,US,tt6704894,6.6,719.0,4.098,6.0
5469,tm859256,Red,MOVIE,2021,Not Available,146,thriller,IN,,,,4.828,7.8
5473,tm989672,Creating The Queen's Gambit,MOVIE,2021,PG-13,14,documentation,US,tt13818410,6.9,609.0,10.374,8.0
5474,tm1024062,Nayattu,MOVIE,2021,Not Available,124,crime,IN,tt11604676,8.1,7040.0,2.432,7.7
5476,tm1198504,Ghost in the Shell: SAC_2045 Sustainable War,MOVIE,2021,R,118,animation,JP,,,,6.36,6.9
5477,tm1143258,Hey! Sinamika,MOVIE,2022,Not Available,150,romance,IN,tt11953194,6.0,3246.0,3.755,6.9
5479,tm1200703,Christina P: Mom Genes,MOVIE,2022,Not Available,62,documentation,Not Available,tt19724012,5.8,605.0,2.244,6.8
5480,tm1077013,Memories of a Murderer: The Nilsen Tapes,MOVIE,2021,R,84,documentation,GB,tt15085784,6.3,3301.0,5.426,6.2
5481,tm1031186,Heroes: Silence and Rock & Roll,MOVIE,2021,Not Available,94,documentation,ES,tt14354838,7.5,668.0,14.086,8.6
5483,tm1237253,My Little Pony: A New Generation: Sing-Along,MOVIE,2022,Not Available,90,Not Available,Not Available,,,,,
5485,tm1082359,Phil Wang: Philly Philly Wang Wang,MOVIE,2021,Not Available,63,comedy,GB,tt15091640,6.1,632.0,2.353,6.6
5486,tm1040688,Three Songs for Benazir,MOVIE,2021,Not Available,22,drama,AF,tt14608922,7.7,,3.333,6.4
5487,tm985712,"Strip Down, Rise Up",MOVIE,2021,R,112,documentation,US,tt13787118,5.2,656.0,15.961,7.0
5489,tm1027712,This Little Love of Mine,MOVIE,2021,G,91,comedy,AU,tt12546872,5.3,2514.0,12.97,6.2
5490,tm1102151,Bright: Samurai Soul,MOVIE,2021,PG-13,80,fantasy,JP,tt14837960,5.5,830.0,39.563,5.8
5491,tm1065788,Last Summer,MOVIE,2021,Not Available,101,romance,TR,tt13067004,6.3,2878.0,33.733,5.9
5494,tm1162608,40 Years Young,MOVIE,2022,Not Available,81,comedy,MX,tt16969906,4.3,461.0,143.507,6.1
5495,tm979182,Red Dot,MOVIE,2021,Not Available,86,horror,SE,tt11307814,5.5,13322.0,54.3,5.9
